Tr,a,i,j,k,t,e 
0,1,1,1,4,1,32 
0,1,1,1,4,1,33 
0,1,1,1,4,1,34 
0,1,1,1,4,1,35 
0,2,1,1,1,1,1 
0,2,1,1,1,1,2 
0,2,1,1,1,1,3 
0,2,1,1,1,1,4 
0,2,1,1,1,1,5 
0,2,1,1,1,1,6 
0,2,1,1,1,1,7 
0,2,1,1,1,1,8 
0,2,1,1,1,1,9 
0,2,1,1,1,1,10 
0,2,1,1,1,1,11 
0,2,1,1,1,1,12 
0,2,1,1,1,1,13 
0,2,1,1,1,1,14 
0,2,1,1,1,1,15 
0,2,1,1,1,1,16 
0,2,1,1,1,1,17 
0,2,1,1,1,1,18 
0,2,1,1,1,1,19 
0,2,1,1,1,1,20 
0,2,1,1,1,1,21 
0,2,1,1,1,1,22 
0,2,1,1,1,1,23 
0,2,1,1,1,1,24 
0,2,1,1,1,1,25 
0,2,1,1,1,1,26 
0,2,1,1,1,1,27 
0,2,1,1,1,1,28 
0,2,1,1,1,1,29 
0,2,1,1,1,1,30 
0,2,1,1,1,1,31 
0,2,1,1,1,1,32 
0,2,1,1,1,1,33 
0,2,1,1,1,1,34 
0,2,1,1,1,1,35 
0,2,1,1,2,1,1 
0,2,1,1,2,1,2 
0,2,1,1,2,1,3 
0,2,1,1,2,1,4 
0,2,1,1,2,1,5 
0,2,1,1,2,1,6 
0,2,1,1,2,1,7 
0,2,1,1,2,1,8 
0,2,1,1,2,1,9 
0,2,1,1,2,1,10 
0,2,1,1,2,1,11 
0,2,1,1,2,1,12 
0,2,1,1,2,1,13 
0,2,1,1,2,1,14 
0,2,1,1,2,1,15 
0,2,1,1,2,1,16 
0,2,1,1,2,1,17 
0,2,1,1,2,1,18 
0,2,1,1,2,1,19 
0,2,1,1,2,1,20 
0,2,1,1,2,1,21 
0,2,1,1,2,1,22 
0,2,1,1,2,1,23 
0,2,1,1,2,1,24 
0,2,1,1,2,1,25 
0,2,1,1,2,1,26 
0,2,1,1,2,1,27 
0,2,1,1,2,1,28 
0,2,1,1,2,1,29 
0,2,1,1,2,1,30 
0,2,1,1,2,1,31 
0,2,1,1,2,1,32 
0,2,1,1,2,1,33 
0,2,1,1,2,1,34 
0,2,1,1,2,1,35 
0,2,1,1,3,1,1 
0,2,1,1,3,1,2 
0,2,1,1,3,1,3 
0,2,1,1,3,1,4 
0,2,1,1,3,1,5 
0,2,1,1,3,1,6 
0,2,1,1,3,1,7 
0,2,1,1,3,1,8 
0,2,1,1,3,1,9 
0,2,1,1,3,1,10 
0,2,1,1,3,1,11 
0,2,1,1,3,1,12 
0,2,1,1,3,1,13 
0,2,1,1,3,1,14 
0,2,1,1,3,1,15 
0,2,1,1,3,1,16 
0,2,1,1,3,1,17 
0,2,1,1,3,1,18 
0,2,1,1,3,1,19 
0,2,1,1,3,1,20 
0,2,1,1,3,1,21 
0,2,1,1,3,1,22 
0,2,1,1,3,1,23 
0,2,1,1,3,1,24 
0,2,1,1,3,1,25 
0,2,1,1,3,1,26 
0,2,1,1,3,1,27 
0,2,1,1,3,1,28 
0,2,1,1,3,1,29 
0,2,1,1,3,1,30 
0,2,1,1,3,1,31 
0,2,1,1,3,1,32 
0,2,1,1,3,1,33 
0,2,1,1,3,1,34 
0,2,1,1,3,1,35 
0,2,1,1,4,1,1 
0,2,1,1,4,1,2 
0,2,1,1,4,1,3 
0,2,1,1,4,1,4 
0,2,1,1,4,1,5 
0,2,1,1,4,1,6 
0,2,1,1,4,1,7 
206666,2,1,1,4,1,8 
0,2,1,1,4,1,9 
0,2,1,1,4,1,10 
0,2,1,1,4,1,11 
0,2,1,1,4,1,12 
0,2,1,1,4,1,13 
0,2,1,1,4,1,14 
0,2,1,1,4,1,15 
0,2,1,1,4,1,16 
0,2,1,1,4,1,17 
0,2,1,1,4,1,18 
0,2,1,1,4,1,19 
0,2,1,1,4,1,20 
0,2,1,1,4,1,21 
0,2,1,1,4,1,22 
0,2,1,1,4,1,23 
0,2,1,1,4,1,24 
0,2,1,1,4,1,25 
0,2,1,1,4,1,26 
0,2,1,1,4,1,27 
0,2,1,1,4,1,28 
0,2,1,1,4,1,29 
0,2,1,1,4,1,30 
0,2,1,1,4,1,31 
0,2,1,1,4,1,32 
0,2,1,1,4,1,33 
0,2,1,1,4,1,34 
0,2,1,1,4,1,35 
0,3,1,1,1,1,1 
0,3,1,1,1,1,2 
0,3,1,1,1,1,3 
0,3,1,1,1,1,4 
0,3,1,1,1,1,5 
0,3,1,1,1,1,6 
0,3,1,1,1,1,7 
0,3,1,1,1,1,8 
0,3,1,1,1,1,9 
0,3,1,1,1,1,10 
0,3,1,1,1,1,11 
0,3,1,1,1,1,12 
0,3,1,1,1,1,13 
0,3,1,1,1,1,14 
0,3,1,1,1,1,15 
0,3,1,1,1,1,16 
0,3,1,1,1,1,17 
0,3,1,1,1,1,18 
0,3,1,1,1,1,19 
0,3,1,1,1,1,20 
0,3,1,1,1,1,21 
0,3,1,1,1,1,22 
0,3,1,1,1,1,23 
0,3,1,1,1,1,24 
0,3,1,1,1,1,25 
0,3,1,1,1,1,26 
0,3,1,1,1,1,27 
0,3,1,1,1,1,28 
0,3,1,1,1,1,29 
0,3,1,1,1,1,30 
0,3,1,1,1,1,31 
0,3,1,1,1,1,32 
0,3,1,1,1,1,33 
0,3,1,1,1,1,34 
0,3,1,1,1,1,35 
0,3,1,1,2,1,1 
0,3,1,1,2,1,2 
0,3,1,1,2,1,3 
0,3,1,1,2,1,4 
0,3,1,1,2,1,5 
0,3,1,1,2,1,6 
0,3,1,1,2,1,7 
0,3,1,1,2,1,8 
0,3,1,1,2,1,9 
0,3,1,1,2,1,10 
0,3,1,1,2,1,11 
0,3,1,1,2,1,12 
0,3,1,1,2,1,13 
0,3,1,1,2,1,14 
0,3,1,1,2,1,15 
0,3,1,1,2,1,16 
0,3,1,1,2,1,17 
0,3,1,1,2,1,18 
0,3,1,1,2,1,19 
0,3,1,1,2,1,20 
0,3,1,1,2,1,21 
0,3,1,1,2,1,22 
0,3,1,1,2,1,23 
0,3,1,1,2,1,24 
0,3,1,1,2,1,25 
0,3,1,1,2,1,26 
0,3,1,1,2,1,27 
0,3,1,1,2,1,28 
0,3,1,1,2,1,29 
0,3,1,1,2,1,30 
0,3,1,1,2,1,31 
155000,3,1,1,2,1,32 
0,3,1,1,2,1,33 
0,3,1,1,2,1,34 
0,3,1,1,2,1,35 
0,3,1,1,3,1,1 
0,3,1,1,3,1,2 
0,3,1,1,3,1,3 
0,3,1,1,3,1,4 
0,3,1,1,3,1,5 
0,3,1,1,3,1,6 
0,3,1,1,3,1,7 
0,3,1,1,3,1,8 
0,3,1,1,3,1,9 
0,3,1,1,3,1,10 
0,3,1,1,3,1,11 
0,3,1,1,3,1,12 
0,3,1,1,3,1,13 
0,3,1,1,3,1,14 
0,3,1,1,3,1,15 
0,3,1,1,3,1,16 
0,3,1,1,3,1,17 
0,3,1,1,3,1,18 
0,3,1,1,3,1,19 
0,3,1,1,3,1,20 
0,3,1,1,3,1,21 
0,3,1,1,3,1,22 
0,3,1,1,3,1,23 
0,3,1,1,3,1,24 
0,3,1,1,3,1,25 
0,3,1,1,3,1,26 
0,3,1,1,3,1,27 
0,3,1,1,3,1,28 
0,3,1,1,3,1,29 
0,3,1,1,3,1,30 
0,3,1,1,3,1,31 
0,3,1,1,3,1,32 
0,3,1,1,3,1,33 
0,3,1,1,3,1,34 
0,3,1,1,3,1,35 
0,3,1,1,4,1,1 
0,3,1,1,4,1,2 
0,3,1,1,4,1,3 
0,3,1,1,4,1,4 
0,3,1,1,4,1,5 
0,3,1,1,4,1,6 
0,3,1,1,4,1,7 
0,3,1,1,4,1,8 
0,3,1,1,4,1,9 
0,3,1,1,4,1,10 
0,3,1,1,4,1,11 
0,3,1,1,4,1,12 
0,3,1,1,4,1,13 
0,3,1,1,4,1,14 
0,3,1,1,4,1,15 
0,3,1,1,4,1,16 
0,3,1,1,4,1,17 
0,3,1,1,4,1,18 
0,3,1,1,4,1,19 
0,3,1,1,4,1,20 
0,3,1,1,4,1,21 
0,3,1,1,4,1,22 
0,3,1,1,4,1,23 
0,3,1,1,4,1,24 
0,3,1,1,4,1,25 
0,3,1,1,4,1,26 
0,3,1,1,4,1,27 
0,3,1,1,4,1,28 
0,3,1,1,4,1,29 
0,3,1,1,4,1,30 
0,3,1,1,4,1,31 
0,3,1,1,4,1,32 
0,3,1,1,4,1,33 
0,3,1,1,4,1,34 
0,3,1,1,4,1,35 
0,4,1,1,1,1,1 
0,4,1,1,1,1,2 
0,4,1,1,1,1,3 
0,4,1,1,1,1,4 
0,4,1,1,1,1,5 
0,4,1,1,1,1,6 
0,4,1,1,1,1,7 
0,4,1,1,1,1,8 
0,4,1,1,1,1,9 
0,4,1,1,1,1,10 
0,4,1,1,1,1,11 
0,4,1,1,1,1,12 
0,4,1,1,1,1,13 
0,4,1,1,1,1,14 
0,4,1,1,1,1,15 
0,4,1,1,1,1,16 
0,4,1,1,1,1,17 
0,4,1,1,1,1,18 
0,4,1,1,1,1,19 
0,4,1,1,1,1,20 
0,4,1,1,1,1,21 
0,4,1,1,1,1,22 
0,4,1,1,1,1,23 
0,4,1,1,1,1,24 
0,4,1,1,1,1,25 
0,4,1,1,1,1,26 
0,4,1,1,1,1,27 
0,4,1,1,1,1,28 
0,4,1,1,1,1,29 
0,4,1,1,1,1,30 
0,4,1,1,1,1,31 
0,4,1,1,1,1,32 
0,4,1,1,1,1,33 
0,4,1,1,1,1,34 
0,4,1,1,1,1,35 
0,4,1,1,2,1,1 
0,4,1,1,2,1,2 
0,4,1,1,2,1,3 
0,4,1,1,2,1,4 
0,4,1,1,2,1,5 
0,4,1,1,2,1,6 
0,4,1,1,2,1,7 
0,4,1,1,2,1,8 
0,4,1,1,2,1,9 
0,4,1,1,2,1,10 
0,4,1,1,2,1,11 
0,4,1,1,2,1,12 
0,4,1,1,2,1,13 
0,4,1,1,2,1,14 
0,4,1,1,2,1,15 
0,4,1,1,2,1,16 
0,4,1,1,2,1,17 
0,4,1,1,2,1,18 
0,4,1,1,2,1,19 
0,4,1,1,2,1,20 
0,4,1,1,2,1,21 
0,4,1,1,2,1,22 
0,4,1,1,2,1,23 
0,4,1,1,2,1,24 
0,4,1,1,2,1,25 
0,4,1,1,2,1,26 
0,4,1,1,2,1,27 
0,4,1,1,2,1,28 
0,4,1,1,2,1,29 
0,4,1,1,2,1,30 
0,4,1,1,2,1,31 
0,4,1,1,2,1,32 
0,4,1,1,2,1,33 
0,4,1,1,2,1,34 
0,4,1,1,2,1,35 
0,4,1,1,3,1,1 
0,4,1,1,3,1,2 
0,4,1,1,3,1,3 
0,4,1,1,3,1,4 
0,4,1,1,3,1,5 
0,4,1,1,3,1,6 
0,4,1,1,3,1,7 
0,4,1,1,3,1,8 
0,4,1,1,3,1,9 
0,4,1,1,3,1,10 
0,4,1,1,3,1,11 
0,4,1,1,3,1,12 
0,4,1,1,3,1,13 
0,4,1,1,3,1,14 
0,4,1,1,3,1,15 
0,4,1,1,3,1,16 
0,4,1,1,3,1,17 
0,4,1,1,3,1,18 
0,4,1,1,3,1,19 
0,4,1,1,3,1,20 
0,4,1,1,3,1,21 
0,4,1,1,3,1,22 
0,4,1,1,3,1,23 
0,4,1,1,3,1,24 
0,4,1,1,3,1,25 
0,4,1,1,3,1,26 
0,4,1,1,3,1,27 
0,4,1,1,3,1,28 
0,4,1,1,3,1,29 
0,4,1,1,3,1,30 
0,4,1,1,3,1,31 
0,4,1,1,3,1,32 
0,4,1,1,3,1,33 
0,4,1,1,3,1,34 
0,4,1,1,3,1,35 
0,4,1,1,4,1,1 
0,4,1,1,4,1,2 
0,4,1,1,4,1,3 
0,4,1,1,4,1,4 
0,4,1,1,4,1,5 
0,4,1,1,4,1,6 
0,4,1,1,4,1,7 
0,4,1,1,4,1,8 
0,4,1,1,4,1,9 
0,4,1,1,4,1,10 
0,4,1,1,4,1,11 
0,4,1,1,4,1,12 
0,4,1,1,4,1,13 
0,4,1,1,4,1,14 
0,4,1,1,4,1,15 
0,4,1,1,4,1,16 
0,4,1,1,4,1,17 
0,4,1,1,4,1,18 
0,4,1,1,4,1,19 
0,4,1,1,4,1,20 
0,4,1,1,4,1,21 
0,4,1,1,4,1,22 
0,4,1,1,4,1,23 
0,4,1,1,4,1,24 
0,4,1,1,4,1,25 
0,4,1,1,4,1,26 
0,4,1,1,4,1,27 
31000,4,1,1,4,1,28 
0,4,1,1,4,1,29 
0,4,1,1,4,1,30 
0,4,1,1,4,1,31 
0,4,1,1,4,1,32 
0,4,1,1,4,1,33 
0,4,1,1,4,1,34 
0,4,1,1,4,1,35 
0,5,1,1,1,1,1 
0,5,1,1,1,1,2 
0,5,1,1,1,1,3 
0,5,1,1,1,1,4 
0,5,1,1,1,1,5 
0,5,1,1,1,1,6 
0,5,1,1,1,1,7 
0,5,1,1,1,1,8 
0,5,1,1,1,1,9 
0,5,1,1,1,1,10 
0,5,1,1,1,1,11 
0,5,1,1,1,1,12 
0,5,1,1,1,1,13 
0,5,1,1,1,1,14 
0,5,1,1,1,1,15 
0,5,1,1,1,1,16 
0,5,1,1,1,1,17 
0,5,1,1,1,1,18 
0,5,1,1,1,1,19 
0,5,1,1,1,1,20 
0,5,1,1,1,1,21 
0,5,1,1,1,1,22 
0,5,1,1,1,1,23 
0,5,1,1,1,1,24 
0,5,1,1,1,1,25 
0,5,1,1,1,1,26 
0,5,1,1,1,1,27 
0,5,1,1,1,1,28 
0,5,1,1,1,1,29 
0,5,1,1,1,1,30 
0,5,1,1,1,1,31 
0,5,1,1,1,1,32 
0,5,1,1,1,1,33 
0,5,1,1,1,1,34 
0,5,1,1,1,1,35 
0,5,1,1,2,1,1 
0,5,1,1,2,1,2 
0,5,1,1,2,1,3 
0,5,1,1,2,1,4 
0,5,1,1,2,1,5 
0,5,1,1,2,1,6 
0,5,1,1,2,1,7 
0,5,1,1,2,1,8 
0,5,1,1,2,1,9 
0,5,1,1,2,1,10 
0,5,1,1,2,1,11 
0,5,1,1,2,1,12 
0,5,1,1,2,1,13 
0,5,1,1,2,1,14 
72309,5,1,1,2,1,15 
0,5,1,1,2,1,16 
0,5,1,1,2,1,17 
0,5,1,1,2,1,18 
0,5,1,1,2,1,19 
0,5,1,1,2,1,20 
0,5,1,1,2,1,21 
0,5,1,1,2,1,22 
0,5,1,1,2,1,23 
0,5,1,1,2,1,24 
0,5,1,1,2,1,25 
0,5,1,1,2,1,26 
0,5,1,1,2,1,27 
0,5,1,1,2,1,28 
0,5,1,1,2,1,29 
0,5,1,1,2,1,30 
0,5,1,1,2,1,31 
0,5,1,1,2,1,32 
0,5,1,1,2,1,33 
0,5,1,1,2,1,34 
0,5,1,1,2,1,35 
0,5,1,1,3,1,1 
0,5,1,1,3,1,2 
0,5,1,1,3,1,3 
0,5,1,1,3,1,4 
0,5,1,1,3,1,5 
0,5,1,1,3,1,6 
0,5,1,1,3,1,7 
0,5,1,1,3,1,8 
0,5,1,1,3,1,9 
0,5,1,1,3,1,10 
0,5,1,1,3,1,11 
0,5,1,1,3,1,12 
0,5,1,1,3,1,13 
0,5,1,1,3,1,14 
0,5,1,1,3,1,15 
0,5,1,1,3,1,16 
0,5,1,1,3,1,17 
0,5,1,1,3,1,18 
0,5,1,1,3,1,19 
0,5,1,1,3,1,20 
0,5,1,1,3,1,21 
0,5,1,1,3,1,22 
0,5,1,1,3,1,23 
0,5,1,1,3,1,24 
0,5,1,1,3,1,25 
0,5,1,1,3,1,26 
0,5,1,1,3,1,27 
0,5,1,1,3,1,28 
0,5,1,1,3,1,29 
0,5,1,1,3,1,30 
0,5,1,1,3,1,31 
0,5,1,1,3,1,32 
0,5,1,1,3,1,33 
0,5,1,1,3,1,34 
0,5,1,1,3,1,35 
0,5,1,1,4,1,1 
0,5,1,1,4,1,2 
0,5,1,1,4,1,3 
0,5,1,1,4,1,4 
0,5,1,1,4,1,5 
0,5,1,1,4,1,6 
0,5,1,1,4,1,7 
0,5,1,1,4,1,8 
0,5,1,1,4,1,9 
0,5,1,1,4,1,10 
0,5,1,1,4,1,11 
0,5,1,1,4,1,12 
0,5,1,1,4,1,13 
0,5,1,1,4,1,14 
0,5,1,1,4,1,15 
0,5,1,1,4,1,16 
0,5,1,1,4,1,17 
0,5,1,1,4,1,18 
0,5,1,1,4,1,19 
0,5,1,1,4,1,20 
0,5,1,1,4,1,21 
0,5,1,1,4,1,22 
0,5,1,1,4,1,23 
0,5,1,1,4,1,24 
0,5,1,1,4,1,25 
0,5,1,1,4,1,26 
0,5,1,1,4,1,27 
0,5,1,1,4,1,28 
0,5,1,1,4,1,29 
0,5,1,1,4,1,30 
0,5,1,1,4,1,31 
0,5,1,1,4,1,32 
0,5,1,1,4,1,33 
0,5,1,1,4,1,34 
0,5,1,1,4,1,35 
0,6,1,1,1,1,1 
0,6,1,1,1,1,2 
0,6,1,1,1,1,3 
0,6,1,1,1,1,4 
0,6,1,1,1,1,5 
0,6,1,1,1,1,6 
0,6,1,1,1,1,7 
0,6,1,1,1,1,8 
0,6,1,1,1,1,9 
0,6,1,1,1,1,10 
0,6,1,1,1,1,11 
0,6,1,1,1,1,12 
0,6,1,1,1,1,13 
0,6,1,1,1,1,14 
0,6,1,1,1,1,15 
0,6,1,1,1,1,16 
0,6,1,1,1,1,17 
0,6,1,1,1,1,18 
0,6,1,1,1,1,19 
0,6,1,1,1,1,20 
0,6,1,1,1,1,21 
0,6,1,1,1,1,22 
0,6,1,1,1,1,23 
0,6,1,1,1,1,24 
0,6,1,1,1,1,25 
0,6,1,1,1,1,26 
0,6,1,1,1,1,27 
0,6,1,1,1,1,28 
0,6,1,1,1,1,29 
0,6,1,1,1,1,30 
0,6,1,1,1,1,31 
0,6,1,1,1,1,32 
0,6,1,1,1,1,33 
0,6,1,1,1,1,34 
0,6,1,1,1,1,35 
0,6,1,1,2,1,1 
0,6,1,1,2,1,2 
0,6,1,1,2,1,3 
0,6,1,1,2,1,4 
0,6,1,1,2,1,5 
0,6,1,1,2,1,6 
0,6,1,1,2,1,7 
0,6,1,1,2,1,8 
0,6,1,1,2,1,9 
0,6,1,1,2,1,10 
0,6,1,1,2,1,11 
0,6,1,1,2,1,12 
0,6,1,1,2,1,13 
0,6,1,1,2,1,14 
0,6,1,1,2,1,15 
0,6,1,1,2,1,16 
0,6,1,1,2,1,17 
0,6,1,1,2,1,18 
0,6,1,1,2,1,19 
0,6,1,1,2,1,20 
0,6,1,1,2,1,21 
0,6,1,1,2,1,22 
0,6,1,1,2,1,23 
0,6,1,1,2,1,24 
0,6,1,1,2,1,25 
0,6,1,1,2,1,26 
0,6,1,1,2,1,27 
0,6,1,1,2,1,28 
0,6,1,1,2,1,29 
0,6,1,1,2,1,30 
0,6,1,1,2,1,31 
0,6,1,1,2,1,32 
0,6,1,1,2,1,33 
0,6,1,1,2,1,34 
0,6,1,1,2,1,35 
0,6,1,1,3,1,1 
0,6,1,1,3,1,2 
0,6,1,1,3,1,3 
0,6,1,1,3,1,4 
0,6,1,1,3,1,5 
0,6,1,1,3,1,6 
0,6,1,1,3,1,7 
0,6,1,1,3,1,8 
0,6,1,1,3,1,9 
0,6,1,1,3,1,10 
0,6,1,1,3,1,11 
0,6,1,1,3,1,12 
0,6,1,1,3,1,13 
0,6,1,1,3,1,14 
0,6,1,1,3,1,15 
0,6,1,1,3,1,16 
0,6,1,1,3,1,17 
0,6,1,1,3,1,18 
0,6,1,1,3,1,19 
0,6,1,1,3,1,20 
0,6,1,1,3,1,21 
0,6,1,1,3,1,22 
0,6,1,1,3,1,23 
0,6,1,1,3,1,24 
0,6,1,1,3,1,25 
0,6,1,1,3,1,26 
0,6,1,1,3,1,27 
0,6,1,1,3,1,28 
0,6,1,1,3,1,29 
0,6,1,1,3,1,30 
0,6,1,1,3,1,31 
0,6,1,1,3,1,32 
0,6,1,1,3,1,33 
0,6,1,1,3,1,34 
0,6,1,1,3,1,35 
0,6,1,1,4,1,1 
155000,6,1,1,4,1,2 
0,6,1,1,4,1,3 
0,6,1,1,4,1,4 
0,6,1,1,4,1,5 
0,6,1,1,4,1,6 
0,6,1,1,4,1,7 
0,6,1,1,4,1,8 
0,6,1,1,4,1,9 
0,6,1,1,4,1,10 
0,6,1,1,4,1,11 
0,6,1,1,4,1,12 
0,6,1,1,4,1,13 
0,6,1,1,4,1,14 
0,6,1,1,4,1,15 
0,6,1,1,4,1,16 
0,6,1,1,4,1,17 
0,6,1,1,4,1,18 
0,6,1,1,4,1,19 
0,6,1,1,4,1,20 
0,6,1,1,4,1,21 
0,6,1,1,4,1,22 
0,6,1,1,4,1,23 
0,6,1,1,4,1,24 
0,6,1,1,4,1,25 
0,6,1,1,4,1,26 
0,6,1,1,4,1,27 
0,6,1,1,4,1,28 
0,6,1,1,4,1,29 
0,6,1,1,4,1,30 
0,6,1,1,4,1,31 
0,6,1,1,4,1,32 
0,6,1,1,4,1,33 
0,6,1,1,4,1,34 
0,6,1,1,4,1,35 
0,7,1,1,1,1,1 
0,7,1,1,1,1,2 
0,7,1,1,1,1,3 
0,7,1,1,1,1,4 
0,7,1,1,1,1,5 
0,7,1,1,1,1,6 
0,7,1,1,1,1,7 
0,7,1,1,1,1,8 
0,7,1,1,1,1,9 
0,7,1,1,1,1,10 
0,7,1,1,1,1,11 
0,7,1,1,1,1,12 
0,7,1,1,1,1,13 
0,7,1,1,1,1,14 
0,7,1,1,1,1,15 
0,7,1,1,1,1,16 
0,7,1,1,1,1,17 
0,7,1,1,1,1,18 
0,7,1,1,1,1,19 
0,7,1,1,1,1,20 
0,7,1,1,1,1,21 
0,7,1,1,1,1,22 
0,7,1,1,1,1,23 
0,7,1,1,1,1,24 
0,7,1,1,1,1,25 
0,7,1,1,1,1,26 
0,7,1,1,1,1,27 
0,7,1,1,1,1,28 
0,7,1,1,1,1,29 
0,7,1,1,1,1,30 
0,7,1,1,1,1,31 
0,7,1,1,1,1,32 
0,7,1,1,1,1,33 
0,7,1,1,1,1,34 
0,7,1,1,1,1,35 
0,7,1,1,2,1,1 
0,7,1,1,2,1,2 
0,7,1,1,2,1,3 
0,7,1,1,2,1,4 
0,7,1,1,2,1,5 
0,7,1,1,2,1,6 
0,7,1,1,2,1,7 
0,7,1,1,2,1,8 
0,7,1,1,2,1,9 
0,7,1,1,2,1,10 
0,7,1,1,2,1,11 
0,7,1,1,2,1,12 
155000,7,1,1,2,1,13 
0,7,1,1,2,1,14 
0,7,1,1,2,1,15 
0,7,1,1,2,1,16 
0,7,1,1,2,1,17 
0,7,1,1,2,1,18 
0,7,1,1,2,1,19 
0,7,1,1,2,1,20 
0,7,1,1,2,1,21 
0,7,1,1,2,1,22 
0,7,1,1,2,1,23 
0,7,1,1,2,1,24 
0,7,1,1,2,1,25 
0,7,1,1,2,1,26 
0,7,1,1,2,1,27 
0,7,1,1,2,1,28 
0,7,1,1,2,1,29 
0,7,1,1,2,1,30 
0,7,1,1,2,1,31 
0,7,1,1,2,1,32 
0,7,1,1,2,1,33 
0,7,1,1,2,1,34 
0,7,1,1,2,1,35 
0,7,1,1,3,1,1 
0,7,1,1,3,1,2 
0,7,1,1,3,1,3 
0,7,1,1,3,1,4 
0,7,1,1,3,1,5 
0,7,1,1,3,1,6 
0,7,1,1,3,1,7 
0,7,1,1,3,1,8 
0,7,1,1,3,1,9 
0,7,1,1,3,1,10 
0,7,1,1,3,1,11 
0,7,1,1,3,1,12 
0,7,1,1,3,1,13 
0,7,1,1,3,1,14 
0,7,1,1,3,1,15 
0,7,1,1,3,1,16 
0,7,1,1,3,1,17 
0,7,1,1,3,1,18 
0,7,1,1,3,1,19 
0,7,1,1,3,1,20 
