Tr,a,i,j,k,t,e 
0,10,1,1,1,1,1 
0,10,1,1,1,1,2 
0,10,1,1,1,1,3 
0,10,1,1,1,1,4 
0,10,1,1,1,1,5 
0,10,1,1,1,1,6 
0,10,1,1,1,1,7 
0,10,1,1,1,1,8 
0,10,1,1,1,1,9 
0,10,1,1,1,1,10 
0,10,1,1,1,1,11 
0,10,1,1,1,1,12 
17271,10,1,1,1,1,13 
0,10,1,1,1,1,14 
0,10,1,1,1,1,15 
0,1,2,1,1,10,1 
414,1,2,1,1,10,2 
0,1,2,1,1,10,3 
0,1,2,1,1,10,4 
0,1,2,1,1,10,5 
0,1,2,1,1,10,6 
0,1,2,1,1,10,7 
0,1,2,1,1,10,8 
0,1,2,1,1,10,9 
0,1,2,1,1,10,10 
0,1,2,1,1,10,11 
0,1,2,1,1,10,12 
0,1,2,1,1,10,13 
0,1,2,1,1,10,14 
0,1,2,1,1,10,15 
0,2,2,1,1,10,1 
0,2,2,1,1,10,2 
0,2,2,1,1,10,3 
0,2,2,1,1,10,4 
0,2,2,1,1,10,5 
0,2,2,1,1,10,6 
0,2,2,1,1,10,7 
0,2,2,1,1,10,8 
0,2,2,1,1,10,9 
0,2,2,1,1,10,10 
0,2,2,1,1,10,11 
1658,2,2,1,1,10,12 
0,2,2,1,1,10,13 
0,2,2,1,1,10,14 
0,2,2,1,1,10,15 
0,3,2,1,1,10,1 
6771,3,2,1,1,10,2 
0,3,2,1,1,10,3 
0,3,2,1,1,10,4 
0,3,2,1,1,10,5 
0,3,2,1,1,10,6 
0,3,2,1,1,10,7 
0,3,2,1,1,10,8 
0,3,2,1,1,10,9 
0,3,2,1,1,10,10 
0,3,2,1,1,10,11 
0,3,2,1,1,10,12 
0,3,2,1,1,10,13 
0,3,2,1,1,10,14 
0,3,2,1,1,10,15 
0,4,2,1,1,10,1 
0,4,2,1,1,10,2 
0,4,2,1,1,10,3 
0,4,2,1,1,10,4 
0,4,2,1,1,10,5 
0,4,2,1,1,10,6 
0,4,2,1,1,10,7 
0,4,2,1,1,10,8 
0,4,2,1,1,10,9 
0,4,2,1,1,10,10 
0,4,2,1,1,10,11 
5388,4,2,1,1,10,12 
0,4,2,1,1,10,13 
0,4,2,1,1,10,14 
0,4,2,1,1,10,15 
0,5,2,1,1,10,1 
7876,5,2,1,1,10,2 
0,5,2,1,1,10,3 
0,5,2,1,1,10,4 
0,5,2,1,1,10,5 
0,5,2,1,1,10,6 
0,5,2,1,1,10,7 
0,5,2,1,1,10,8 
0,5,2,1,1,10,9 
0,5,2,1,1,10,10 
0,5,2,1,1,10,11 
0,5,2,1,1,10,12 
0,5,2,1,1,10,13 
0,5,2,1,1,10,14 
0,5,2,1,1,10,15 
0,6,2,1,1,10,1 
0,6,2,1,1,10,2 
0,6,2,1,1,10,3 
0,6,2,1,1,10,4 
0,6,2,1,1,10,5 
0,6,2,1,1,10,6 
0,6,2,1,1,10,7 
0,6,2,1,1,10,8 
0,6,2,1,1,10,9 
0,6,2,1,1,10,10 
0,6,2,1,1,10,11 
5528,6,2,1,1,10,12 
0,6,2,1,1,10,13 
0,6,2,1,1,10,14 
0,6,2,1,1,10,15 
0,7,2,1,1,10,1 
6494,7,2,1,1,10,2 
0,7,2,1,1,10,3 
0,7,2,1,1,10,4 
0,7,2,1,1,10,5 
0,7,2,1,1,10,6 
0,7,2,1,1,10,7 
0,7,2,1,1,10,8 
0,7,2,1,1,10,9 
0,7,2,1,1,10,10 
0,7,2,1,1,10,11 
0,7,2,1,1,10,12 
0,7,2,1,1,10,13 
0,7,2,1,1,10,14 
0,7,2,1,1,10,15 
0,8,2,1,1,10,1 
0,8,2,1,1,10,2 
0,8,2,1,1,10,3 
0,8,2,1,1,10,4 
0,8,2,1,1,10,5 
0,8,2,1,1,10,6 
8488,8,2,1,1,10,7 
0,8,2,1,1,10,8 
0,8,2,1,1,10,9 
0,8,2,1,1,10,10 
0,8,2,1,1,10,11 
6758,8,2,1,1,10,12 
0,8,2,1,1,10,13 
12500,8,2,1,1,10,14 
0,8,2,1,1,10,15 
0,9,2,1,1,10,1 
15084,9,2,1,1,10,2 
0,9,2,1,1,10,3 
0,9,2,1,1,10,4 
0,9,2,1,1,10,5 
0,9,2,1,1,10,6 
6056,9,2,1,1,10,7 
0,9,2,1,1,10,8 
0,9,2,1,1,10,9 
0,9,2,1,1,10,10 
0,9,2,1,1,10,11 
0,9,2,1,1,10,12 
0,9,2,1,1,10,13 
0,9,2,1,1,10,14 
0,9,2,1,1,10,15 
0,10,2,1,1,10,1 
0,10,2,1,1,10,2 
0,10,2,1,1,10,3 
0,10,2,1,1,10,4 
0,10,2,1,1,10,5 
0,10,2,1,1,10,6 
3178,10,2,1,1,10,7 
0,10,2,1,1,10,8 
0,10,2,1,1,10,9 
0,10,2,1,1,10,10 
0,10,2,1,1,10,11 
0,10,2,1,1,10,12 
0,10,2,1,1,10,13 
0,10,2,1,1,10,14 
0,10,2,1,1,10,15 
0,1,3,1,1,10,1 
0,1,3,1,1,10,2 
0,1,3,1,1,10,3 
12988,1,3,1,1,10,4 
0,1,3,1,1,10,5 
0,1,3,1,1,10,6 
0,1,3,1,1,10,7 
0,1,3,1,1,10,8 
0,1,3,1,1,10,9 
0,1,3,1,1,10,10 
0,1,3,1,1,10,11 
0,1,3,1,1,10,12 
0,1,3,1,1,10,13 
0,1,3,1,1,10,14 
0,1,3,1,1,10,15 
4006,2,3,1,1,10,1 
0,2,3,1,1,10,2 
0,2,3,1,1,10,3 
0,2,3,1,1,10,4 
0,2,3,1,1,10,5 
0,2,3,1,1,10,6 
0,2,3,1,1,10,7 
0,2,3,1,1,10,8 
0,2,3,1,1,10,9 
0,2,3,1,1,10,10 
0,2,3,1,1,10,11 
0,2,3,1,1,10,12 
0,2,3,1,1,10,13 
0,2,3,1,1,10,14 
0,2,3,1,1,10,15 
3323,3,3,1,1,10,1 
0,3,3,1,1,10,2 
0,3,3,1,1,10,3 
4733,3,3,1,1,10,4 
18292,3,3,1,1,10,5 
0,3,3,1,1,10,6 
0,3,3,1,1,10,7 
0,3,3,1,1,10,8 
0,3,3,1,1,10,9 
0,3,3,1,1,10,10 
0,3,3,1,1,10,11 
0,3,3,1,1,10,12 
2390,3,3,1,1,10,13 
0,3,3,1,1,10,14 
0,3,3,1,1,10,15 
5941,4,3,1,1,10,1 
0,4,3,1,1,10,2 
0,4,3,1,1,10,3 
0,4,3,1,1,10,4 
0,4,3,1,1,10,5 
0,4,3,1,1,10,6 
0,4,3,1,1,10,7 
0,4,3,1,1,10,8 
0,4,3,1,1,10,9 
0,4,3,1,1,10,10 
0,4,3,1,1,10,11 
0,4,3,1,1,10,12 
0,4,3,1,1,10,13 
0,4,3,1,1,10,14 
0,4,3,1,1,10,15 
0,5,3,1,1,10,1 
0,5,3,1,1,10,2 
0,5,3,1,1,10,3 
0,5,3,1,1,10,4 
1244,5,3,1,1,10,5 
0,5,3,1,1,10,6 
0,5,3,1,1,10,7 
0,5,3,1,1,10,8 
0,5,3,1,1,10,9 
0,5,3,1,1,10,10 
0,5,3,1,1,10,11 
0,5,3,1,1,10,12 
0,5,3,1,1,10,13 
0,5,3,1,1,10,14 
0,5,3,1,1,10,15 
0,6,3,1,1,10,1 
0,6,3,1,1,10,2 
0,6,3,1,1,10,3 
4973,6,3,1,1,10,4 
0,6,3,1,1,10,5 
0,6,3,1,1,10,6 
0,6,3,1,1,10,7 
0,6,3,1,1,10,8 
0,6,3,1,1,10,9 
0,6,3,1,1,10,10 
0,6,3,1,1,10,11 
0,6,3,1,1,10,12 
0,6,3,1,1,10,13 
0,6,3,1,1,10,14 
0,6,3,1,1,10,15 
19690,7,3,1,1,10,1 
0,7,3,1,1,10,2 
0,7,3,1,1,10,3 
0,7,3,1,1,10,4 
0,7,3,1,1,10,5 
0,7,3,1,1,10,6 
0,7,3,1,1,10,7 
0,7,3,1,1,10,8 
0,7,3,1,1,10,9 
0,7,3,1,1,10,10 
0,7,3,1,1,10,11 
0,7,3,1,1,10,12 
15129,7,3,1,1,10,13 
0,7,3,1,1,10,14 
0,7,3,1,1,10,15 
0,8,3,1,1,10,1 
0,8,3,1,1,10,2 
0,8,3,1,1,10,3 
0,8,3,1,1,10,4 
0,8,3,1,1,10,5 
0,8,3,1,1,10,6 
0,8,3,1,1,10,7 
0,8,3,1,1,10,8 
0,8,3,1,1,10,9 
0,8,3,1,1,10,10 
0,8,3,1,1,10,11 
0,8,3,1,1,10,12 
64,8,3,1,1,10,13 
0,8,3,1,1,10,14 
0,8,3,1,1,10,15 
0,9,3,1,1,10,1 
0,9,3,1,1,10,2 
0,9,3,1,1,10,3 
12232,9,3,1,1,10,4 
0,9,3,1,1,10,5 
0,9,3,1,1,10,6 
0,9,3,1,1,10,7 
0,9,3,1,1,10,8 
0,9,3,1,1,10,9 
0,9,3,1,1,10,10 
0,9,3,1,1,10,11 
0,9,3,1,1,10,12 
0,9,3,1,1,10,13 
0,9,3,1,1,10,14 
0,9,3,1,1,10,15 
0,10,3,1,1,10,1 
0,10,3,1,1,10,2 
0,10,3,1,1,10,3 
0,10,3,1,1,10,4 
6334,10,3,1,1,10,5 
0,10,3,1,1,10,6 
0,10,3,1,1,10,7 
0,10,3,1,1,10,8 
0,10,3,1,1,10,9 
0,10,3,1,1,10,10 
0,10,3,1,1,10,11 
0,10,3,1,1,10,12 
7383,10,3,1,1,10,13 
0,10,3,1,1,10,14 
0,10,3,1,1,10,15 
0,1,1,1,1,2,1 
0,1,1,1,1,2,2 
0,1,1,1,1,2,3 
0,1,1,1,1,2,4 
0,1,1,1,1,2,5 
1638,1,1,1,1,2,6 
0,1,1,1,1,2,7 
0,1,1,1,1,2,8 
0,1,1,1,1,2,9 
0,1,1,1,1,2,10 
0,1,1,1,1,2,11 
0,1,1,1,1,2,12 
0,1,1,1,1,2,13 
0,1,1,1,1,2,14 
0,1,1,1,1,2,15 
0,2,1,1,1,2,1 
0,2,1,1,1,2,2 
0,2,1,1,1,2,3 
0,2,1,1,1,2,4 
0,2,1,1,1,2,5 
118280,2,1,1,1,2,6 
0,2,1,1,1,2,7 
0,2,1,1,1,2,8 
0,2,1,1,1,2,9 
0,2,1,1,1,2,10 
0,2,1,1,1,2,11 
33984,2,1,1,1,2,12 
0,2,1,1,1,2,13 
0,2,1,1,1,2,14 
0,2,1,1,1,2,15 
0,3,1,1,1,2,1 
0,3,1,1,1,2,2 
0,3,1,1,1,2,3 
0,3,1,1,1,2,4 
0,3,1,1,1,2,5 
0,3,1,1,1,2,6 
0,3,1,1,1,2,7 
70605,3,1,1,1,2,8 
0,3,1,1,1,2,9 
0,3,1,1,1,2,10 
0,3,1,1,1,2,11 
0,3,1,1,1,2,12 
0,3,1,1,1,2,13 
0,3,1,1,1,2,14 
0,3,1,1,1,2,15 
0,4,1,1,1,2,1 
0,4,1,1,1,2,2 
0,4,1,1,1,2,3 
16545,4,1,1,1,2,4 
0,4,1,1,1,2,5 
3450,4,1,1,1,2,6 
0,4,1,1,1,2,7 
0,4,1,1,1,2,8 
0,4,1,1,1,2,9 
0,4,1,1,1,2,10 
0,4,1,1,1,2,11 
8454,4,1,1,1,2,12 
0,4,1,1,1,2,13 
0,4,1,1,1,2,14 
0,4,1,1,1,2,15 
0,5,1,1,1,2,1 
0,5,1,1,1,2,2 
0,5,1,1,1,2,3 
0,5,1,1,1,2,4 
0,5,1,1,1,2,5 
21693,5,1,1,1,2,6 
0,5,1,1,1,2,7 
0,5,1,1,1,2,8 
0,5,1,1,1,2,9 
0,5,1,1,1,2,10 
0,5,1,1,1,2,11 
0,5,1,1,1,2,12 
0,5,1,1,1,2,13 
0,5,1,1,1,2,14 
0,5,1,1,1,2,15 
0,6,1,1,1,2,1 
0,6,1,1,1,2,2 
0,6,1,1,1,2,3 
16368,6,1,1,1,2,4 
0,6,1,1,1,2,5 
0,6,1,1,1,2,6 
0,6,1,1,1,2,7 
12198,6,1,1,1,2,8 
0,6,1,1,1,2,9 
0,6,1,1,1,2,10 
0,6,1,1,1,2,11 
33057,6,1,1,1,2,12 
0,6,1,1,1,2,13 
0,6,1,1,1,2,14 
0,6,1,1,1,2,15 
0,7,1,1,1,2,1 
0,7,1,1,1,2,2 
0,7,1,1,1,2,3 
0,7,1,1,1,2,4 
0,7,1,1,1,2,5 
0,7,1,1,1,2,6 
0,7,1,1,1,2,7 
0,7,1,1,1,2,8 
0,7,1,1,1,2,9 
0,7,1,1,1,2,10 
0,7,1,1,1,2,11 
24180,7,1,1,1,2,12 
0,7,1,1,1,2,13 
0,7,1,1,1,2,14 
0,7,1,1,1,2,15 
0,8,1,1,1,2,1 
0,8,1,1,1,2,2 
0,8,1,1,1,2,3 
0,8,1,1,1,2,4 
0,8,1,1,1,2,5 
0,8,1,1,1,2,6 
0,8,1,1,1,2,7 
16786,8,1,1,1,2,8 
0,8,1,1,1,2,9 
0,8,1,1,1,2,10 
0,8,1,1,1,2,11 
0,8,1,1,1,2,12 
0,8,1,1,1,2,13 
0,8,1,1,1,2,14 
0,8,1,1,1,2,15 
0,9,1,1,1,2,1 
0,9,1,1,1,2,2 
0,9,1,1,1,2,3 
0,9,1,1,1,2,4 
0,9,1,1,1,2,5 
0,9,1,1,1,2,6 
0,9,1,1,1,2,7 
16940,9,1,1,1,2,8 
0,9,1,1,1,2,9 
0,9,1,1,1,2,10 
0,9,1,1,1,2,11 
0,9,1,1,1,2,12 
0,9,1,1,1,2,13 
0,9,1,1,1,2,14 
0,9,1,1,1,2,15 
0,10,1,1,1,2,1 
0,10,1,1,1,2,2 
0,10,1,1,1,2,3 
17270,10,1,1,1,2,4 
0,10,1,1,1,2,5 
0,10,1,1,1,2,6 
0,10,1,1,1,2,7 
0,10,1,1,1,2,8 
0,10,1,1,1,2,9 
0,10,1,1,1,2,10 
0,10,1,1,1,2,11 
0,10,1,1,1,2,12 
0,10,1,1,1,2,13 
0,10,1,1,1,2,14 
0,10,1,1,1,2,15 
0,1,2,1,1,10,1 
414,1,2,1,1,10,2 
0,1,2,1,1,10,3 
0,1,2,1,1,10,4 
0,1,2,1,1,10,5 
0,1,2,1,1,10,6 
0,1,2,1,1,10,7 
0,1,2,1,1,10,8 
0,1,2,1,1,10,9 
0,1,2,1,1,10,10 
0,1,2,1,1,10,11 
0,1,2,1,1,10,12 
0,1,2,1,1,10,13 
0,1,2,1,1,10,14 
0,1,2,1,1,10,15 
0,2,2,1,1,10,1 
0,2,2,1,1,10,2 
0,2,2,1,1,10,3 
0,2,2,1,1,10,4 
0,2,2,1,1,10,5 
0,2,2,1,1,10,6 
0,2,2,1,1,10,7 
0,2,2,1,1,10,8 
0,2,2,1,1,10,9 
0,2,2,1,1,10,10 
0,2,2,1,1,10,11 
1658,2,2,1,1,10,12 
0,2,2,1,1,10,13 
0,2,2,1,1,10,14 
0,2,2,1,1,10,15 
0,3,2,1,1,10,1 
6771,3,2,1,1,10,2 
0,3,2,1,1,10,3 
0,3,2,1,1,10,4 
0,3,2,1,1,10,5 
0,3,2,1,1,10,6 
0,3,2,1,1,10,7 
0,3,2,1,1,10,8 
0,3,2,1,1,10,9 
0,3,2,1,1,10,10 
0,3,2,1,1,10,11 
0,3,2,1,1,10,12 
0,3,2,1,1,10,13 
0,3,2,1,1,10,14 
0,3,2,1,1,10,15 
0,4,2,1,1,10,1 
0,4,2,1,1,10,2 
0,4,2,1,1,10,3 
0,4,2,1,1,10,4 
0,4,2,1,1,10,5 
0,4,2,1,1,10,6 
0,4,2,1,1,10,7 
0,4,2,1,1,10,8 
0,4,2,1,1,10,9 
0,4,2,1,1,10,10 
0,4,2,1,1,10,11 
5388,4,2,1,1,10,12 
0,4,2,1,1,10,13 
0,4,2,1,1,10,14 
0,4,2,1,1,10,15 
0,5,2,1,1,10,1 
7876,5,2,1,1,10,2 
0,5,2,1,1,10,3 
0,5,2,1,1,10,4 
0,5,2,1,1,10,5 
0,5,2,1,1,10,6 
0,5,2,1,1,10,7 
0,5,2,1,1,10,8 
0,5,2,1,1,10,9 
0,5,2,1,1,10,10 
0,5,2,1,1,10,11 
0,5,2,1,1,10,12 
0,5,2,1,1,10,13 
0,5,2,1,1,10,14 
0,5,2,1,1,10,15 
0,6,2,1,1,10,1 
0,6,2,1,1,10,2 
0,6,2,1,1,10,3 
0,6,2,1,1,10,4 
0,6,2,1,1,10,5 
0,6,2,1,1,10,6 
0,6,2,1,1,10,7 
0,6,2,1,1,10,8 
0,6,2,1,1,10,9 
0,6,2,1,1,10,10 
0,6,2,1,1,10,11 
5528,6,2,1,1,10,12 
0,6,2,1,1,10,13 
0,6,2,1,1,10,14 
0,6,2,1,1,10,15 
0,7,2,1,1,10,1 
6494,7,2,1,1,10,2 
0,7,2,1,1,10,3 
0,7,2,1,1,10,4 
0,7,2,1,1,10,5 
0,7,2,1,1,10,6 
0,7,2,1,1,10,7 
0,7,2,1,1,10,8 
0,7,2,1,1,10,9 
0,7,2,1,1,10,10 
0,7,2,1,1,10,11 
0,7,2,1,1,10,12 
0,7,2,1,1,10,13 
0,7,2,1,1,10,14 
0,7,2,1,1,10,15 
0,8,2,1,1,10,1 
0,8,2,1,1,10,2 
0,8,2,1,1,10,3 
0,8,2,1,1,10,4 
0,8,2,1,1,10,5 
0,8,2,1,1,10,6 
8488,8,2,1,1,10,7 
0,8,2,1,1,10,8 
0,8,2,1,1,10,9 
0,8,2,1,1,10,10 
0,8,2,1,1,10,11 
6758,8,2,1,1,10,12 
0,8,2,1,1,10,13 
12500,8,2,1,1,10,14 
0,8,2,1,1,10,15 
0,9,2,1,1,10,1 
15084,9,2,1,1,10,2 
0,9,2,1,1,10,3 
0,9,2,1,1,10,4 
0,9,2,1,1,10,5 
0,9,2,1,1,10,6 
6056,9,2,1,1,10,7 
0,9,2,1,1,10,8 
0,9,2,1,1,10,9 
0,9,2,1,1,10,10 
0,9,2,1,1,10,11 
0,9,2,1,1,10,12 
0,9,2,1,1,10,13 
0,9,2,1,1,10,14 
0,9,2,1,1,10,15 
0,10,2,1,1,10,1 
0,10,2,1,1,10,2 
0,10,2,1,1,10,3 
0,10,2,1,1,10,4 
0,10,2,1,1,10,5 
0,10,2,1,1,10,6 
3178,10,2,1,1,10,7 
0,10,2,1,1,10,8 
0,10,2,1,1,10,9 
0,10,2,1,1,10,10 
0,10,2,1,1,10,11 
0,10,2,1,1,10,12 
0,10,2,1,1,10,13 
0,10,2,1,1,10,14 
0,10,2,1,1,10,15 
0,1,3,1,1,10,1 
0,1,3,1,1,10,2 
0,1,3,1,1,10,3 
12988,1,3,1,1,10,4 
0,1,3,1,1,10,5 
0,1,3,1,1,10,6 
0,1,3,1,1,10,7 
0,1,3,1,1,10,8 
0,1,3,1,1,10,9 
0,1,3,1,1,10,10 
0,1,3,1,1,10,11 
0,1,3,1,1,10,12 
0,1,3,1,1,10,13 
0,1,3,1,1,10,14 
0,1,3,1,1,10,15 
4006,2,3,1,1,10,1 
0,2,3,1,1,10,2 
0,2,3,1,1,10,3 
0,2,3,1,1,10,4 
0,2,3,1,1,10,5 
0,2,3,1,1,10,6 
0,2,3,1,1,10,7 
0,2,3,1,1,10,8 
0,2,3,1,1,10,9 
0,2,3,1,1,10,10 
0,2,3,1,1,10,11 
0,2,3,1,1,10,12 
0,2,3,1,1,10,13 
0,2,3,1,1,10,14 
0,2,3,1,1,10,15 
3323,3,3,1,1,10,1 
0,3,3,1,1,10,2 
0,3,3,1,1,10,3 
4733,3,3,1,1,10,4 
18292,3,3,1,1,10,5 
0,3,3,1,1,10,6 
0,3,3,1,1,10,7 
0,3,3,1,1,10,8 
0,3,3,1,1,10,9 
0,3,3,1,1,10,10 
0,3,3,1,1,10,11 
0,3,3,1,1,10,12 
2390,3,3,1,1,10,13 
0,3,3,1,1,10,14 
0,3,3,1,1,10,15 
5941,4,3,1,1,10,1 
0,4,3,1,1,10,2 
0,4,3,1,1,10,3 
0,4,3,1,1,10,4 
0,4,3,1,1,10,5 
0,4,3,1,1,10,6 
0,4,3,1,1,10,7 
0,4,3,1,1,10,8 
0,4,3,1,1,10,9 
0,4,3,1,1,10,10 
0,4,3,1,1,10,11 
0,4,3,1,1,10,12 
0,4,3,1,1,10,13 
0,4,3,1,1,10,14 
0,4,3,1,1,10,15 
0,5,3,1,1,10,1 
0,5,3,1,1,10,2 
0,5,3,1,1,10,3 
0,5,3,1,1,10,4 
1244,5,3,1,1,10,5 
0,5,3,1,1,10,6 
0,5,3,1,1,10,7 
0,5,3,1,1,10,8 
0,5,3,1,1,10,9 
0,5,3,1,1,10,10 
0,5,3,1,1,10,11 
0,5,3,1,1,10,12 
0,5,3,1,1,10,13 
0,5,3,1,1,10,14 
0,5,3,1,1,10,15 
0,6,3,1,1,10,1 
0,6,3,1,1,10,2 
0,6,3,1,1,10,3 
4973,6,3,1,1,10,4 
0,6,3,1,1,10,5 
0,6,3,1,1,10,6 
0,6,3,1,1,10,7 
0,6,3,1,1,10,8 
0,6,3,1,1,10,9 
0,6,3,1,1,10,10 
0,6,3,1,1,10,11 
0,6,3,1,1,10,12 
0,6,3,1,1,10,13 
0,6,3,1,1,10,14 
0,6,3,1,1,10,15 
19690,7,3,1,1,10,1 
0,7,3,1,1,10,2 
0,7,3,1,1,10,3 
0,7,3,1,1,10,4 
0,7,3,1,1,10,5 
0,7,3,1,1,10,6 
0,7,3,1,1,10,7 
0,7,3,1,1,10,8 
0,7,3,1,1,10,9 
0,7,3,1,1,10,10 
0,7,3,1,1,10,11 
0,7,3,1,1,10,12 
15129,7,3,1,1,10,13 
0,7,3,1,1,10,14 
0,7,3,1,1,10,15 
0,8,3,1,1,10,1 
0,8,3,1,1,10,2 
0,8,3,1,1,10,3 
0,8,3,1,1,10,4 
0,8,3,1,1,10,5 
0,8,3,1,1,10,6 
0,8,3,1,1,10,7 
0,8,3,1,1,10,8 
0,8,3,1,1,10,9 
0,8,3,1,1,10,10 
0,8,3,1,1,10,11 
0,8,3,1,1,10,12 
64,8,3,1,1,10,13 
0,8,3,1,1,10,14 
0,8,3,1,1,10,15 
0,9,3,1,1,10,1 
0,9,3,1,1,10,2 
0,9,3,1,1,10,3 
12232,9,3,1,1,10,4 
0,9,3,1,1,10,5 
0,9,3,1,1,10,6 
0,9,3,1,1,10,7 
0,9,3,1,1,10,8 
0,9,3,1,1,10,9 
0,9,3,1,1,10,10 
0,9,3,1,1,10,11 
0,9,3,1,1,10,12 
0,9,3,1,1,10,13 
0,9,3,1,1,10,14 
0,9,3,1,1,10,15 
0,10,3,1,1,10,1 
0,10,3,1,1,10,2 
0,10,3,1,1,10,3 
0,10,3,1,1,10,4 
6334,10,3,1,1,10,5 
0,10,3,1,1,10,6 
0,10,3,1,1,10,7 
0,10,3,1,1,10,8 
0,10,3,1,1,10,9 
0,10,3,1,1,10,10 
0,10,3,1,1,10,11 
0,10,3,1,1,10,12 
7383,10,3,1,1,10,13 
0,10,3,1,1,10,14 
0,10,3,1,1,10,15 
0,1,1,1,1,3,1 
0,1,1,1,1,3,2 
0,1,1,1,1,3,3 
0,1,1,1,1,3,4 
0,1,1,1,1,3,5 
0,1,1,1,1,3,6 
0,1,1,1,1,3,7 
0,1,1,1,1,3,8 
0,1,1,1,1,3,9 
0,1,1,1,1,3,10 
0,1,1,1,1,3,11 
0,1,1,1,1,3,12 
0,1,1,1,1,3,13 
0,1,1,1,1,3,14 
0,1,1,1,1,3,15 
0,2,1,1,1,3,1 
0,2,1,1,1,3,2 
0,2,1,1,1,3,3 
13115,2,1,1,1,3,4 
0,2,1,1,1,3,5 
0,2,1,1,1,3,6 
0,2,1,1,1,3,7 
0,2,1,1,1,3,8 
0,2,1,1,1,3,9 
0,2,1,1,1,3,10 
